1_pos 2_pos 3_pos 1_qu 2_qu 3_qu 4_qu phase homogenization
215599 76 1 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
215601 77 1 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
729430 78 1 0 -0.692213682089943 -0.222787572977454 0.669884866511174 -0.149867212136628 Columnar SX
729351 79 1 0 -0.692213682089943 -0.222787572977454 0.669884866511174 -0.149867212136628 Columnar SX
729385 80 1 0 -0.692213682089943 -0.222787572977454 0.669884866511174 -0.149867212136628 Columnar SX
729471 81 1 0 -0.692213682089943 -0.222787572977454 0.669884866511174 -0.149867212136628 Columnar SX
729444 82 1 0 -0.692213682089943 -0.222787572977454 0.669884866511174 -0.149867212136628 Columnar SX
729442 83 1 0 -0.692213682089943 -0.222787572977454 0.669884866511174 -0.149867212136628 Columnar SX
962370 84 1 0 0.302553845812889 0.650555871244215 -0.320883560120972 0.618281464721046 Columnar SX
962274 85 1 0 0.302553845812889 0.650555871244215 -0.320883560120972 0.618281464721046 Columnar SX
962091 86 1 0 0.302553845812889 0.650555871244215 -0.320883560120972 0.618281464721046 Columnar SX
962012 87 1 0 0.302553845812889 0.650555871244215 -0.320883560120972 0.618281464721046 Columnar SX
962011 88 1 0 0.302553845812889 0.650555871244215 -0.320883560120972 0.618281464721046 Columnar SX
961933 89 1 0 0.302553845812889 0.650555871244215 -0.320883560120972 0.618281464721046 Columnar SX
590410 90 1 0 0.345899213970441 0.598510723077887 -0.317557410107136 0.649073138730501 Columnar SX
590390 91 1 0 0.345899213970441 0.598510723077887 -0.317557410107136 0.649073138730501 Columnar SX
590382 92 1 0 0.345899213970441 0.598510723077887 -0.317557410107136 0.649073138730501 Columnar SX
590404 93 1 0 0.345899213970441 0.598510723077887 -0.317557410107136 0.649073138730501 Columnar SX
766259 94 1 0 -0.801189203459495 -0.13179239114415 0.574629871436952 0.102601835991371 Columnar SX
766379 95 1 0 -0.801189203459495 -0.13179239114415 0.574629871436952 0.102601835991371 Columnar SX
766257 96 1 0 -0.801189203459495 -0.13179239114415 0.574629871436952 0.102601835991371 Columnar SX
766136 97 1 0 -0.801189203459495 -0.13179239114415 0.574629871436952 0.102601835991371 Columnar SX
765932 98 1 0 -0.801189203459495 -0.13179239114415 0.574629871436952 0.102601835991371 Columnar SX
766060 99 1 0 -0.801189203459495 -0.13179239114415 0.574629871436952 0.102601835991371 Columnar SX
848706 0 2 0 0.0568583850421721 0.812906935141441 -0.57736791656163 0.0509482852962539 Columnar SX
848707 1 2 0 0.0568583850421721 0.812906935141441 -0.57736791656163 0.0509482852962539 Columnar SX
848708 2 2 0 0.0568583850421721 0.812906935141441 -0.57736791656163 0.0509482852962539 Columnar SX
848709 3 2 0 0.0568583850421721 0.812906935141441 -0.57736791656163 0.0509482852962539 Columnar SX
976702 4 2 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976622 5 2 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976583 6 2 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976908 7 2 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976666 8 2 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976667 9 2 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
977276 10 2 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
977156 11 2 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
977157 12 2 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
977037 13 2 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976793 14 2 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976794 15 2 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
347264 16 2 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347387 17 2 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347875 18 2 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347997 19 2 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347147 20 2 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347148 21 2 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347513 22 2 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347635 23 2 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347879 24 2 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347636 25 2 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347637 26 2 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347759 27 2 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347274 28 2 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347275 29 2 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
740430 30 2 0 0.581311289029566 0.399552780428468 -0.587631782630713 0.396388255301435 Columnar SX
740468 31 2 0 0.581311289029566 0.399552780428468 -0.587631782630713 0.396388255301435 Columnar SX
740417 32 2 0 0.581311289029566 0.399552780428468 -0.587631782630713 0.396388255301435 Columnar SX
740376 33 2 0 0.581311289029566 0.399552780428468 -0.587631782630713 0.396388255301435 Columnar SX
740350 34 2 0 0.581311289029566 0.399552780428468 -0.587631782630713 0.396388255301435 Columnar SX
193461 35 2 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193342 36 2 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193462 37 2 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193341 38 2 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193179 39 2 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193099 40 2 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193131 41 2 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193351 42 2 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193352 43 2 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193233 44 2 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
573858 45 2 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
573967 46 2 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
574089 47 2 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
573969 48 2 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
574942 49 2 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
573794 50 2 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
573811 51 2 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
573801 52 2 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
746599 53 2 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746694 54 2 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746614 55 2 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746542 56 2 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746539 57 2 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746621 58 2 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746861 59 2 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
11396 60 2 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11343 61 2 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11385 62 2 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11328 63 2 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11274 64 2 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11300 65 2 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11271 66 2 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
214433 67 2 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
215326 68 2 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
214392 69 2 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
214638 70 2 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
214964 71 2 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
215937 72 2 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
216059 73 2 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
215331 74 2 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
214968 75 2 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
215944 76 2 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
